Date,Close/Last,Volume,Open,High,Low
07/22/2022,$153.7,7200136,$155.66,$156.66,$152.35
07/21/2022,$155.86,8060419,$152.88,$155.92,$150.63
07/20/2022,$151.71,8517374,$147.43,$152.33,$146.62
07/19/2022,$147.37,9686500,$144.14,$148.47,$143.175
07/18/2022,$141.69,7856599,$145.97,$146.43,$140.82
07/15/2022,$144.37,11880450,$143.76,$145.48,$142.03
07/14/2022,$141.9,10718680,$134.94,$142.35,$133.85
07/13/2022,$135.64,7200225,$130.55,$136.78,$130.52
07/12/2022,$132.95,5991262,$133.74,$135.35,$131.96
07/11/2022,$132.24,5898175,$133.59,$134.595,$131.32
07/08/2022,$136.01,8393153,$132.52,$136.39,$131.62
07/07/2022,$134.4,9408097,$130.65,$134.71,$130.26
07/06/2022,$127.06,6038378,$126.06,$128.23,$125.055
07/05/2022,$125.83,8115934,$121.1,$126.17,$120.36
07/01/2022,$123.53,7672790,$125.75,$126.76,$122.1
06/30/2022,$127.74,9277889,$127.61,$130.09,$125.325
06/29/2022,$130.23,9973261,$130.08,$131.57,$126.895
06/28/2022,$131.6,27113340,$129.78,$136.45,$126.6
06/27/2022,$127.18,9947329,$126.2,$130.04,$125.44
06/24/2022,$125.1,8127978,$122.38,$125.37,$121.76
06/23/2022,$120.09,7908863,$122.75,$122.93,$118.225
06/22/2022,$122.16,9085270,$121.8,$123.6591,$120.36
06/21/2022,$124.39,9208493,$123.77,$126.1199,$123.72
06/17/2022,$120.99,17273380,$121.42,$122.8292,$118.36
06/16/2022,$120.82,16422780,$126.26,$126.65,$119.025
06/15/2022,$131.03,7859981,$131.67,$133.28,$128.21
06/14/2022,$130.26,6794716,$130.21,$131.93,$128.82
06/13/2022,$128.66,12320870,$130.59,$131.35,$126.6
06/10/2022,$133.2,8549763,$134.75,$136.06,$132.42
06/09/2022,$136.71,7153218,$137.77,$140.44,$136.69
06/08/2022,$138.96,6772968,$140.746,$141.761,$137.45
06/07/2022,$141.89,6062812,$139.13,$142.15,$138.49
06/06/2022,$140.44,7238659,$144.95,$144.97,$139.92
06/03/2022,$141.22,7458863,$142.18,$143.44,$140.61
06/02/2022,$146.2,9589501,$140.26,$146.25,$139.7
06/01/2022,$140.02,8514309,$142.55,$143.91,$138.17
05/31/2022,$143.22,16007250,$139.5,$143.965,$137.44
